Name,subg,Bark,Serotiny,Grass,Resprout,Pyrophillic,More_than_one_adaptation,Pyrophobic,in_NA,notes,numsites,Pinaceae,Cupressaceae,Taxaceae,Araucariaceae,Sciadopityaceae,Podocarpaceae,NW_Coast,Blues,NW_Inland,Klamath,NW_general,NW_Klamath,CA_Klam,CA_no_Klam,Sierra,Coastal_CA,AltoBaja,Basin,Mogollon,Madre_West,Madre_East,Trans_vol,Madre_South_new,SW_Jalisco,Chiapas,Mexico_only,Mexico_with_Mog,Gulf,Appalachia,Laurentian,Laur_App,Boreal_W,Boreal_E,Boreal_EW,Total_Eastern,Laur_E_W,Laur_and_Boreal_E,Carribean
Pinus_maximinoi,nus,1,0,0,0,1,0,0,1,meow,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_monophylla,yon,0,0,0,0,0,0,1,1,meow,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_montezumae,nus,1,0,1,0,1,1,0,1,meow,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_monticola,str,1,0,0,0,1,0,0,1,meow,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_muricata,nus,1,1,0,0,1,1,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_nelsonii,yon,0,0,0,0,0,0,1,1,meow,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_occidentalis,nus,1,0,0,0,1,0,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pinus_oocarpa,nus,1,1,0,1,1,1,0,1,meow,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_palustris,nus,1,0,1,0,1,1,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinus_patula,nus,1,1,0,1,1,1,0,1,meow,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_pinceana,yon,0,0,0,0,0,0,1,1,use as example,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_ponderosa,nus,1,0,0,0,1,0,0,1,meow,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_praetermissa,nus,0,1,0,0,0,0,1,1,this is in the herb,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_pringlei,nus,1,1,0,1,1,0,0,1,meow,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_pseudostrobus,nus,1,1,0,1,1,1,0,1,meow,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_pungens,nus,1,1,0,0,1,1,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Pinus_quadrifolia,yon,0,0,0,0,0,0,1,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_radiata,nus,0,1,0,0,1,0,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_remota,yon,0,0,0,0,0,0,1,1,Also in texas,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_resinosa,nus,1,0,0,0,1,0,0,1,meow,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
Pinus_rigida,nus,1,1,0,1,1,1,0,1,meow,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0
Pinus_rzedowskii,yon,0,0,0,0,0,0,1,1,meow,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_sabiniana,nus,1,0,0,0,1,0,0,1,meow,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_serotina,nus,0,1,0,1,1,1,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinus_strobiformis,str,0,0,0,0,0,0,1,1,south only nyaritask,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_strobus,str,1,0,0,0,1,0,0,1,meow,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
Pinus_taeda,nus,1,0,0,0,1,0,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinus_tecunumanii,nus,0,1,0,0,1,0,0,1,meow,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_teocote,nus,1,1,0,1,1,1,0,1,meow,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pinus_torreyana,nus,0,1,0,0,1,0,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus_tropicalis,nus,1,0,1,1,1,1,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pinus_virginiana,nus,0,0,0,0,0,0,1,1,meow,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
Podocarpus_angustifolius,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podocarpus_coriaceus,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podocarpus_costaricensis,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podocarpus_ekmanii,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podocarpus_guatemalensis,meow,0,0,0,0,0,0,1,1,tip of oaxaca,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Podocarpus_hispaniolensis,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podocarpus_matudae,meow,0,0,0,0,0,0,1,1,meow,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Podocarpus_oleifolius,meow,0,0,0,0,0,0,1,1,tip of oaxaca,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Podocarpus_purdieanus,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podocarpus_urbanii,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudotsuga_macrocarpa,meow,1,0,0,1,1,1,0,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudotsuga_menziesii,meow,1,0,0,0,1,0,0,1,meow,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sequoia_sempervirens,meow,1,0,0,1,1,1,0,1,meow,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sequoiadendron_giganteum,meow,1,1,0,0,1,1,0,1,meow,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxodium_distichum,meow,0,0,0,1,1,0,0,1,meow,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Taxodium_mucronatum,meow,0,0,0,1,1,0,0,1,meow,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Taxus_brevifolia,meow,0,0,0,0,0,0,1,1,meow,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxus_canadensis,meow,0,0,0,0,0,0,1,1,meow,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
Taxus_floridana,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Taxus_globosa,meow,0,0,0,0,0,0,1,1,meow,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Thuja_occidentalis,meow,0,0,0,0,0,0,1,1,meow,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
Thuja_plicata,meow,0,0,0,0,0,0,1,1,meow,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torreya_californica,meow,0,0,0,1,1,0,0,1,meow,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torreya_taxifolia,meow,0,0,0,0,0,0,1,1,meow,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tsuga_canadensis,meow,0,0,0,0,0,0,1,1,meow,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
Tsuga_caroliniana,meow,0,0,0,0,0,0,1,1,meow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Tsuga_heterophylla,meow,0,0,0,0,0,0,1,1,meow,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsuga_mertensiana,meow,0,0,0,0,0,0,1,1,meow,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthocyparis_nootkatensis,meow,0,0,0,0,0,0,1,1,meow,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
